Gene_ID	GO_Terms
AT2G38940	['GO:0005315', 'GO:0005515']
AT2G38960	['GO:0015035', 'GO:0016972', 'GO:0071949']
AT2G38995	['GO:0004144', 'GO:0008374', 'GO:0047196']
AT2G39000	['GO:0008080', 'GO:0016747']
AT2G39010	['GO:0003729', 'GO:0015250', 'GO:0015267']
AT2G39020	['GO:0008080']
AT2G39030	['GO:0008080']
AT2G39040	['GO:0020037', 'GO:0140825']
AT2G39050	['GO:0005515', 'GO:0030246']
AT2G39060	['GO:0005515', 'GO:0008515', 'GO:0051119']
AT2G39090	['GO:0005515']
AT2G39100	['GO:0005515']
AT2G39110	['GO:0004672']
AT2G39120	['GO:0003723', 'GO:0005515']
AT2G39130	['GO:0015171']
AT2G39140	['GO:0003729', 'GO:0009982']
AT2G39180	['GO:0004672', 'GO:0004674', 'GO:0042803']
AT2G39190	['GO:0022857']
AT2G39200	['GO:0005515']
AT2G39210	['GO:0022857']
AT2G39220	['GO:0004620', 'GO:0005515', 'GO:0016298', 'GO:0016787']
AT2G39240	['GO:0001181']
AT2G39250	['GO:0003677', 'GO:0003700', 'GO:0005515']
AT2G39260	['GO:0003729', 'GO:0005515']
AT2G39270	['GO:0004017']
AT2G39290	['GO:0008444', 'GO:0030145']
AT2G39320	['GO:0004843']
AT2G39340	['GO:0005515']
AT2G39350	['GO:0016887', 'GO:0042626', 'GO:0140359']
AT2G39360	['GO:0016301']
AT2G39370	['GO:0019210']
AT2G39380	['GO:0005546']
AT2G39390	['GO:0003729']
AT2G39400	['GO:0047372']
AT2G39410	['GO:0047372']
AT2G39420	['GO:0047372']
AT2G39450	['GO:0005384', 'GO:0010486']
AT2G39460	['GO:0003729']
AT2G39470	['GO:0005509']
AT2G39480	['GO:0016887', 'GO:0042626', 'GO:0140359']
AT2G39510	['GO:0015186']
AT2G39550	['GO:0004662']
AT2G39600	['GO:0030533']
AT2G39610	['GO:0030533']
AT2G39630	['GO:0004581']
AT2G39640	['GO:0042973']
AT2G39660	['GO:0004674', 'GO:0005515', 'GO:0016301']
AT2G39670	['GO:0008173']
AT2G39720	['GO:0061630']
AT2G39725	['GO:0005515']
AT2G39730	['GO:0003729', 'GO:0005524', 'GO:0016887', 'GO:0030234', 'GO:0043531', 'GO:0046863']
AT2G39740	['GO:0016779', 'GO:0050265']
AT2G39760	['GO:0005515', 'GO:0042802']
AT2G39770	['GO:0004475', 'GO:0005515']
AT2G39780	['GO:0003723', 'GO:0004521', 'GO:0033897']
AT2G39800	['GO:0004349', 'GO:0004350', 'GO:0017084']
AT2G39805	['GO:0031267']
AT2G39810	['GO:0004842', 'GO:0005515']
AT2G39830	['GO:0005515', 'GO:0008233', 'GO:0043130']
AT2G39840	['GO:0004722', 'GO:0005515', 'GO:0016791', 'GO:0017018']
AT2G39850	['GO:0004252']
AT2G39860	['GO:0030533']
AT2G39880	['GO:0003700']
AT2G39890	['GO:0015171', 'GO:0015193']
AT2G39900	['GO:0051015']
AT2G39930	['GO:0019156']
AT2G39940	['GO:0005515']
AT2G39990	['GO:0005515', 'GO:0008237', 'GO:0031369']
AT2G40000	['GO:0005515', 'GO:0020037', 'GO:0046872']
AT2G40010	['GO:0003729', 'GO:0005515']
AT2G40030	['GO:0003677', 'GO:0003899', 'GO:0005515']
AT2G40060	['GO:0005198', 'GO:0005515', 'GO:0042802']
AT2G40080	['GO:0005515', 'GO:0042803']
AT2G40090	['GO:0022857']
AT2G40100	['GO:0016168']
AT2G40116	['GO:0004435']
AT2G40120	['GO:0004674', 'GO:0005524']
AT2G40130	['GO:0005515', 'GO:0005524', 'GO:0016887']
AT2G40140	['GO:0003700', 'GO:0005515']
AT2G40150	['GO:0016413']
AT2G40160	['GO:0016413']
AT2G40180	['GO:0004722', 'GO:0017018']
AT2G40190	['GO:0004377']
AT2G40200	['GO:0003700', 'GO:0046983']
AT2G40210	['GO:0000981', 'GO:0000987', 'GO:0003700', 'GO:0046983']
AT2G40220	['GO:0000976', 'GO:0003677', 'GO:0003700', 'GO:0005515', 'GO:0043565']
AT2G40250	['GO:0016788']
AT2G40260	['GO:0003677', 'GO:0003700']
AT2G40270	['GO:0004672', 'GO:0005524']
AT2G40290	['GO:0003723', 'GO:0003729']
AT2G40300	['GO:0004322', 'GO:0008199']
AT2G40310	['GO:0004650']
AT2G40320	['GO:1990538']
AT2G40330	['GO:0004864', 'GO:0005515', 'GO:0010427', 'GO:0038023', 'GO:0042803']
AT2G40340	['GO:0003700', 'GO:0005515']
AT2G40350	['GO:0000976', 'GO:0003700']
AT2G40360	['GO:0005515']
AT2G40370	['GO:0005507', 'GO:0052716']
AT2G40380	['GO:0005515']
AT2G40410	['GO:0004520', 'GO:0004521']
AT2G40460	['GO:0042937', 'GO:0071916']
AT2G40470	['GO:0000976', 'GO:0005515']
AT2G40490	['GO:0004853']
AT2G40500	['GO:0004672', 'GO:0005524']
AT2G40510	['GO:0003729']
AT2G40520	['GO:0016779']
AT2G40530	['GO:0005179']
AT2G40540	['GO:0015079']
AT2G40550	['GO:0005515']
AT2G40560	['GO:0004672', 'GO:0005524']
AT2G40570	['GO:0043399']
AT2G40580	['GO:0004672', 'GO:0005524']
AT2G40590	['GO:0003729']
AT2G40620	['GO:0000976', 'GO:0003700', 'GO:0005515', 'GO:0031490']
AT2G40640	['GO:0004842']
AT2G40670	['GO:0000156', 'GO:0005515']
AT2G40690	['GO:0051287', 'GO:0141152']
AT2G40700	['GO:0003724']
AT2G40720	['GO:0003723']
AT2G40730	['GO:0000049', 'GO:0004672', 'GO:0005515', 'GO:0005524']
AT2G40740	['GO:0000976', 'GO:0003700', 'GO:0043565']
AT2G40750	['GO:0003700', 'GO:0005515', 'GO:0043565']
AT2G40770	['GO:0140658']
AT2G40780	['GO:0003723', 'GO:0003743']
AT2G40790	['GO:0003756']
AT2G40800	['GO:0005515']
AT2G40820	['GO:0003779']
AT2G40830	['GO:0005515', 'GO:0061630']
AT2G40840	['GO:0004134', 'GO:0010297', 'GO:2001070']
AT2G40850	['GO:0004430']
AT2G40860	['GO:0004672', 'GO:0004674', 'GO:0004722', 'GO:0005524', 'GO:0017018']
AT2G40880	['GO:0004869']
AT2G40890	['GO:0004497', 'GO:0005506', 'GO:0005515', 'GO:0016705', 'GO:0020037', 'GO:0042802', 'GO:0046409']
AT2G40900	['GO:0015186']
AT2G40930	['GO:0004843', 'GO:0140950']
AT2G40940	['GO:0000155', 'GO:0004673', 'GO:0005515', 'GO:0051740']
AT2G40950	['GO:0000976', 'GO:0003700', 'GO:0005515', 'GO:0043565']
AT2G40970	['GO:0003700']
AT2G40990	['GO:0019706']
AT2G41010	['GO:0005515', 'GO:0005516']
AT2G41040	['GO:0008757']
AT2G41060	['GO:0003729']
AT2G41070	['GO:0000976', 'GO:0001216', 'GO:0003677', 'GO:0003700', 'GO:0005515', 'GO:0043565']
AT2G41080	['GO:0008270']
AT2G41090	['GO:0005509', 'GO:0005515']
AT2G41100	['GO:0003729', 'GO:0005509', 'GO:0005515']
AT2G41110	['GO:0005509', 'GO:0005515']
AT2G41130	['GO:0003700', 'GO:0046983']
AT2G41140	['GO:0004683', 'GO:0005515', 'GO:0005516']
AT2G41150	['GO:0016757']
AT2G41160	['GO:0004252', 'GO:0005515']
AT2G41180	['GO:0005515']
AT2G41190	['GO:0015171']
AT2G41210	['GO:0016308']
AT2G41220	['GO:0016041']
AT2G41240	['GO:0003700', 'GO:0005515', 'GO:0046983']
AT2G41310	['GO:0000156', 'GO:0005515']
AT2G41340	['GO:0003677', 'GO:0003899']
AT2G41370	['GO:0000976', 'GO:0005515']
AT2G41380	['GO:0008757']
AT2G41410	['GO:0005509']
AT2G41430	['GO:0005515']
AT2G41450	['GO:0016747']
AT2G41451	['GO:0016757']
AT2G41460	['GO:0003677', 'GO:0003906', 'GO:0004519', 'GO:0004528', 'GO:0005515', 'GO:0008408', 'GO:0016791']
AT2G41475	['GO:0005515']
AT2G41480	['GO:0004601', 'GO:0020037', 'GO:0140825']
AT2G41490	['GO:0003975']
AT2G41510	['GO:0019139', 'GO:0071949']
AT2G41530	['GO:0018738']
AT2G41540	['GO:0051287', 'GO:0141152']
AT2G41560	['GO:0005388', 'GO:0005516', 'GO:0016887']
AT2G41620	['GO:0005515', 'GO:0017056']
AT2G41630	['GO:0005515', 'GO:0017025']
AT2G41670	['GO:0005525']
AT2G41680	['GO:0004791', 'GO:0005515', 'GO:0008047', 'GO:0016671']
AT2G41690	['GO:0003700', 'GO:0005515', 'GO:0043565']
AT2G41700	['GO:0015171', 'GO:0016887', 'GO:0042626', 'GO:0140359']
AT2G41705	['GO:1903425']
AT2G41710	['GO:0003677', 'GO:0003700', 'GO:0005515']
AT2G41720	['GO:0003735']
AT2G41740	['GO:0003729', 'GO:0005515', 'GO:0051015']
AT2G41750	['GO:0016432']
AT2G41760	['GO:0008418', 'GO:0070773']
AT2G41770	['GO:0005515', 'GO:0016757', 'GO:0042802']
AT2G41790	['GO:0004222']
AT2G41820	['GO:0004714', 'GO:0005515', 'GO:0016301']
AT2G41835	['GO:0008270']
AT2G41840	['GO:0003729', 'GO:0005515']
AT2G41850	['GO:0004650']
AT2G41860	['GO:0004672', 'GO:0004674', 'GO:0005509']
AT2G41870	['GO:0005515', 'GO:0019900']
AT2G41880	['GO:0004385']
AT2G41890	['GO:0004674', 'GO:0005516']
AT2G41900	['GO:0003700', 'GO:0005515']
AT2G41910	['GO:0004672', 'GO:0005524']
AT2G41920	['GO:0004672', 'GO:0005524']
AT2G41930	['GO:0004672', 'GO:0005524']
AT2G41940	['GO:0000976', 'GO:0003700', 'GO:0005515']
AT2G41970	['GO:0004713', 'GO:0005515']
AT2G41980	['GO:0005515', 'GO:0008270']
AT2G42000	['GO:0008270']
AT2G42005	['GO:0015175']
AT2G42010	['GO:0004630', 'GO:0005515', 'GO:0005546', 'GO:0070290']
AT2G42020	['GO:0030533']
AT2G42040	['GO:0000976']
AT2G42070	['GO:0047631', 'GO:0047884']
AT2G42080	['GO:0005515']
AT2G42120	['GO:0003677', 'GO:0003887']
AT2G42160	['GO:0004842', 'GO:0005515', 'GO:0008270', 'GO:0046982']
AT2G42200	['GO:0000981', 'GO:0003700']
AT2G42210	['GO:0042803']
AT2G42250	['GO:0005506', 'GO:0016705', 'GO:0020037']
AT2G42260	['GO:0005515']
AT2G42270	['GO:0003724']
AT2G42280	['GO:0000987', 'GO:0003700', 'GO:0005515', 'GO:0046983']
AT2G42290	['GO:0004672', 'GO:0005524', 'GO:0016301']
AT2G42300	['GO:0003677', 'GO:0003700', 'GO:0005515', 'GO:0046983']
AT2G42360	['GO:0004842']
AT2G42380	['GO:0003677', 'GO:0003700', 'GO:0005515']
AT2G42400	['GO:0005515', 'GO:0043565']
AT2G42410	['GO:0003700']
AT2G42420	['GO:0030533']
AT2G42430	['GO:0000976', 'GO:0001216', 'GO:0046982', 'GO:1990841']
AT2G42440	['GO:0001216']
AT2G42490	['GO:0005507', 'GO:0008131', 'GO:0048038', 'GO:0052595']
AT2G42500	['GO:0004721', 'GO:0005515', 'GO:0017018']
AT2G42520	['GO:0003724', 'GO:0003729']
AT2G42530	['GO:0005534', 'GO:0008289']
AT2G42540	['GO:0005534', 'GO:0008289']
AT2G42550	['GO:0004672', 'GO:0005524']
AT2G42570	['GO:0016413']
AT2G42580	['GO:0005515', 'GO:0008017']
AT2G42590	['GO:0005509', 'GO:0005515', 'GO:0045309']
AT2G42600	['GO:0008964']
AT2G42620	['GO:0005515']
AT2G42640	['GO:0004672']
AT2G42660	['GO:0003700', 'GO:0005515']
AT2G42670	['GO:0005506', 'GO:0017172']
AT2G42680	['GO:0003713', 'GO:0003729']
AT2G42690	['GO:0008970']
AT2G42710	['GO:0003729', 'GO:0003735']
AT2G42740	['GO:0003729', 'GO:0005515']
AT2G42750	['GO:0005506', 'GO:0009055']
AT2G42790	['GO:0004108']
AT2G42810	['GO:0004721', 'GO:0004722', 'GO:0005515', 'GO:0017018', 'GO:0046906']
AT2G42830	['GO:0000976', 'GO:0000977', 'GO:0003700', 'GO:0005515', 'GO:0046983']
AT2G42850	['GO:0004497', 'GO:0005506', 'GO:0016705', 'GO:0020037']
AT2G42870	['GO:0003712', 'GO:0042803']
AT2G42880	['GO:0004707', 'GO:0005515']
AT2G42910	['GO:0000287', 'GO:0004749']
AT2G42920	['GO:0003723']
AT2G42940	['GO:0003680', 'GO:0005515', 'GO:0031490']
AT2G42950	['GO:0046873']
AT2G42960	['GO:0004674']
AT2G42970	['GO:0030533']
AT2G42990	['GO:0016788']
AT2G43000	['GO:0003677', 'GO:0003700']
AT2G43010	['GO:0003677', 'GO:0003700', 'GO:0005515', 'GO:0046983', 'GO:1990841']
AT2G43020	['GO:0046592']
AT2G43030	['GO:0003729', 'GO:0003735']
AT2G43040	['GO:0005516']
AT2G43050	['GO:0004857', 'GO:0030599']
AT2G43060	['GO:0000976', 'GO:0003700', 'GO:0005515', 'GO:0046983']
AT2G43070	['GO:0042500']
AT2G43080	['GO:0004656', 'GO:0005506', 'GO:0031418']
AT2G43090	['GO:0003861']
AT2G43100	['GO:0003861']
AT2G43120	['GO:0005515', 'GO:0030414']
AT2G43130	['GO:0003924', 'GO:0005515', 'GO:0005525']
AT2G43140	['GO:0003700', 'GO:0046983']
AT2G43150	['GO:0005199']
AT2G43160	['GO:0005515', 'GO:0005543', 'GO:0030276']
AT2G43190	['GO:0004526', 'GO:0033204']
AT2G43220	['GO:0005515']
AT2G43230	['GO:0004713', 'GO:0005515']
AT2G43240	['GO:0015136', 'GO:0015165']
AT2G43255	['GO:0008374']
AT2G43290	['GO:0005509']
AT2G43300	['GO:0030533']
AT2G43310	['GO:0003735']
AT2G43330	['GO:0005366', 'GO:0015144']
AT2G43350	['GO:0004602']
AT2G43360	['GO:0004076', 'GO:0008270']
AT2G43370	['GO:0003723', 'GO:0005515']
AT2G43400	['GO:0004174']
AT2G43410	['GO:0003723']
AT2G43420	['GO:0000252', 'GO:0003854', 'GO:0005515', 'GO:0102191']
AT2G43430	['GO:0004416', 'GO:0008270', 'GO:0008800', 'GO:0046872']
AT2G43480	['GO:0020037', 'GO:0140825']
AT2G43500	['GO:0003700']
AT2G43510	['GO:0004867', 'GO:0019871']
AT2G43520	['GO:0004867', 'GO:0019871']
AT2G43530	['GO:0019871']
AT2G43535	['GO:0019871']
AT2G43550	['GO:0019871']
AT2G43560	['GO:0003755']
AT2G43570	['GO:0004568']
AT2G43580	['GO:0004568']
AT2G43590	['GO:0004568']
AT2G43600	['GO:0004568']
AT2G43610	['GO:0004568', 'GO:0005515']
AT2G43620	['GO:0004568']
AT2G43640	['GO:0008312', 'GO:0030942']
AT2G43650	['GO:0005515']
AT2G43690	['GO:0004674', 'GO:0016301']
AT2G43700	['GO:0004672', 'GO:0004674', 'GO:0016301']
AT2G43710	['GO:0004768', 'GO:0045300']
AT2G43750	['GO:0004124']
AT2G43760	['GO:0030366']
AT2G43790	['GO:0004672', 'GO:0004707', 'GO:0005515', 'GO:0019902']
AT2G43800	['GO:0003779', 'GO:0051015']
AT2G43810	['GO:0003729']
AT2G43820	['GO:0016757', 'GO:0035251', 'GO:0052639', 'GO:0052640', 'GO:0052641', 'GO:0080002', 'GO:0090704']
AT2G43840	['GO:0016757', 'GO:0033836', 'GO:0035251', 'GO:0052640', 'GO:0052641', 'GO:0080002', 'GO:0080044', 'GO:0080046']
AT2G43850	['GO:0004672', 'GO:0004674', 'GO:0004712', 'GO:0005515']
AT2G43860	['GO:0004650']
AT2G43870	['GO:0004650']
AT2G43880	['GO:0004650']
AT2G43890	['GO:0004650']
AT2G43900	['GO:0016791', 'GO:0052658']
AT2G43910	['GO:0008757', 'GO:0018708']
AT2G43920	['GO:0018708']
AT2G43930	['GO:0004672', 'GO:0005524']
AT2G43940	['GO:0018708']
AT2G43945	['GO:0008757']
AT2G43950	['GO:0005216', 'GO:0042802']
AT2G43960	['GO:0003723']
AT2G43970	['GO:0003729']
AT2G43980	['GO:0000287', 'GO:0047325', 'GO:0052725', 'GO:0052726']
AT2G44020	['GO:0003690']
AT2G44040	['GO:0008839', 'GO:0070402']
AT2G44050	['GO:0000906', 'GO:0005515', 'GO:0042802']
AT2G44065	['GO:0003735']
AT2G44100	['GO:0005093', 'GO:0005515']
AT2G44120	['GO:0003729']
AT2G44130	['GO:0005515']
AT2G44140	['GO:0004175', 'GO:0008234', 'GO:0019786']
AT2G44150	['GO:0016279']
AT2G44175	['GO:0004379']
AT2G44180	['GO:0004239']
AT2G44190	['GO:0008017']
AT2G44280	['GO:0015293']
AT2G44290	['GO:0008289']
AT2G44300	['GO:0008289']
AT2G44310	['GO:0005509']
AT2G44320	['GO:0030533']
AT2G44330	['GO:0004842']
AT2G44340	['GO:0005515']
AT2G44350	['GO:0004108', 'GO:0005524', 'GO:0008270']
AT2G44410	['GO:0032183']
AT2G44420	['GO:0008418']
AT2G44450	['GO:0004553']
AT2G44460	['GO:0004553', 'GO:0008422']
AT2G44470	['GO:0008422']
AT2G44480	['GO:0004553', 'GO:0008422']
AT2G44490	['GO:0008422', 'GO:0019137']
AT2G44500	['GO:0005515', 'GO:0016757']
AT2G44520	['GO:0008495']
AT2G44530	['GO:0000287', 'GO:0004749']
AT2G44540	['GO:0008810']
AT2G44550	['GO:0008810']
AT2G44560	['GO:0008810']
AT2G44570	['GO:0008810']
AT2G44590	['GO:0003924']
AT2G44610	['GO:0003924', 'GO:0005515', 'GO:0005525']
AT2G44620	['GO:0000036', 'GO:0005515', 'GO:0008137']
AT2G44640	['GO:0070300']
AT2G44650	['GO:0005524', 'GO:0044183', 'GO:0051087']
AT2G44660	['GO:0042283']
AT2G44670	['GO:0005515', 'GO:0019900']
AT2G44680	['GO:0004674', 'GO:0005515', 'GO:0019887']
AT2G44690	['GO:0003924', 'GO:0005515']
AT2G44710	['GO:0003723', 'GO:0005515']
AT2G44730	['GO:0000976', 'GO:0003700']
AT2G44740	['GO:0005515', 'GO:0019901']
AT2G44745	['GO:0003700', 'GO:0005515', 'GO:0043565']
AT2G44750	['GO:0004788', 'GO:0030975']
AT2G44790	['GO:0009055']
AT2G44810	['GO:0008970', 'GO:0047714', 'GO:0052739']
AT2G44830	['GO:0004672', 'GO:0016301']
AT2G44840	['GO:0000976', 'GO:0003677', 'GO:0003700', 'GO:0005515']
AT2G44860	['GO:0005515']
AT2G44880	['GO:0003723']
AT2G44890	['GO:0004497', 'GO:0005506', 'GO:0016705', 'GO:0020037']
AT2G44900	['GO:0005515', 'GO:0008134']
AT2G44910	['GO:0000981', 'GO:0003700', 'GO:0005515', 'GO:0043565']
AT2G44920	['GO:0005515']
AT2G44940	['GO:0000976', 'GO:0003700']
AT2G44950	['GO:0004842', 'GO:0005515', 'GO:0042802', 'GO:0042803', 'GO:0140852', 'GO:0140936']
AT2G44980	['GO:0003678', 'GO:0140658']
AT2G44990	['GO:0016702', 'GO:0045549', 'GO:0102395']
AT2G45000	['GO:0005515', 'GO:0017056']
AT2G45020	['GO:0030533']
AT2G45040	['GO:0004222', 'GO:0008270']
AT2G45050	['GO:0003700', 'GO:0008270', 'GO:0043565']
AT2G45070	['GO:0005515']
AT2G45080	['GO:0019901']
AT2G45100	['GO:0017025']
AT2G45120	['GO:0003700']
AT2G45140	['GO:0005515']
AT2G45150	['GO:0004605']
AT2G45160	['GO:0000976', 'GO:0003700']
AT2G45170	['GO:0005515']
AT2G45190	['GO:0000976', 'GO:0003700', 'GO:0005515']
AT2G45200	['GO:0000149']
AT2G45220	['GO:0004857', 'GO:0030599']
AT2G45240	['GO:0004239', 'GO:0070006']
AT2G45250	['GO:0005515']
AT2G45260	['GO:0005515']
AT2G45270	['GO:0061711']
AT2G45280	['GO:0000150', 'GO:0003677', 'GO:0003697', 'GO:0005515', 'GO:0005524', 'GO:0140664']
AT2G45290	['GO:0004802']
AT2G45300	['GO:0003866']
AT2G45310	['GO:0050378']
AT2G45330	['GO:0000215']
AT2G45340	['GO:0004672', 'GO:0005515', 'GO:0005524']
AT2G45350	['GO:0005515']
AT2G45390	['GO:0030533']
AT2G45410	['GO:0001216']
AT2G45420	['GO:0000987', 'GO:0001216', 'GO:0005515', 'GO:0046982']
AT2G45430	['GO:0003680', 'GO:0005515', 'GO:0042826']
AT2G45440	['GO:0008840']
AT2G45450	['GO:0005515']
AT2G45480	['GO:0005515', 'GO:0005524']
AT2G45490	['GO:0005515', 'GO:0035175', 'GO:0044022']
AT2G45500	['GO:0016887']
AT2G45510	['GO:0005506', 'GO:0016705', 'GO:0020037']
AT2G45530	['GO:0008270']
AT2G45550	['GO:0005506', 'GO:0016705', 'GO:0020037', 'GO:0102311']
AT2G45560	['GO:0004497', 'GO:0005506', 'GO:0016705', 'GO:0020037']
AT2G45570	['GO:0005506', 'GO:0016705', 'GO:0020037']
AT2G45580	['GO:0004497', 'GO:0005506', 'GO:0016705', 'GO:0020037']
AT2G45590	['GO:0004674']
AT2G45600	['GO:0106435']
AT2G45610	['GO:0106435']
AT2G45620	['GO:0003729', 'GO:0005515', 'GO:0050265']
AT2G45630	['GO:0016616', 'GO:0051287']
AT2G45640	['GO:0003714', 'GO:0005515']
AT2G45650	['GO:0000976', 'GO:0000977', 'GO:0003700', 'GO:0005515', 'GO:0046983']
AT2G45660	['GO:0000977', 'GO:0000981', 'GO:0003700', 'GO:0005515', 'GO:0046983']
AT2G45670	['GO:0005509', 'GO:0047159', 'GO:0071617', 'GO:0071618']
AT2G45680	['GO:0000976', 'GO:0003700', 'GO:0005515']
AT2G45710	['GO:0003729']
AT2G45730	['GO:0005515']
AT2G45740	['GO:0005515', 'GO:0042802']
AT2G45770	['GO:0005515', 'GO:0016887']
AT2G45790	['GO:0004615', 'GO:0005515']
AT2G45800	['GO:0051015']
AT2G45810	['GO:0003724', 'GO:0003729', 'GO:0005515']
AT2G45820	['GO:0005515']
AT2G45850	['GO:0003680']
AT2G45870	['GO:0005247', 'GO:0005254']
AT2G45880	['GO:0003700', 'GO:0005515', 'GO:0016161']
AT2G45890	['GO:0005085', 'GO:0005515']
AT2G45910	['GO:0004842']
AT2G45920	['GO:0004842']
AT2G45960	['GO:0015250', 'GO:0015267']
AT2G45970	['GO:0005506', 'GO:0018685', 'GO:0020037', 'GO:0070330']
AT2G45980	['GO:0005515']
AT2G46020	['GO:0003677', 'GO:0003682', 'GO:0005515', 'GO:0140658']
AT2G46030	['GO:0004842', 'GO:0061631']
AT2G46050	['GO:0003723']
AT2G46070	['GO:0004707', 'GO:0004713', 'GO:0005515', 'GO:0005524', 'GO:0016301']
AT2G46090	['GO:0017050']
AT2G46110	['GO:0003864']
AT2G46120	['GO:0030533']
AT2G46130	['GO:0003700', 'GO:0005515', 'GO:0043565']
AT2G46210	['GO:0052631']
AT2G46225	['GO:0005515']
AT2G46240	['GO:0005515', 'GO:0005516', 'GO:0051087']
AT2G46260	['GO:0005515', 'GO:0042803', 'GO:0046982']
AT2G46270	['GO:0000976', 'GO:0003700', 'GO:0005515', 'GO:0043565']
AT2G46280	['GO:0005515']
AT2G46310	['GO:0000976', 'GO:0003700', 'GO:0005515']
AT2G46320	['GO:0004784']
AT2G46340	['GO:0004672', 'GO:0005515', 'GO:0042802']
AT2G46370	['GO:0003824', 'GO:0005515', 'GO:0005524', 'GO:0016597', 'GO:0019899', 'GO:0070566', 'GO:0070728', 'GO:0080123']
AT2G46400	['GO:0000976', 'GO:0000987', 'GO:0003700', 'GO:0005515', 'GO:0043565']
AT2G46410	['GO:0003700', 'GO:0005515']
AT2G46430	['GO:0005216', 'GO:0005516']
AT2G46440	['GO:0005216', 'GO:0005261']
AT2G46450	['GO:0005216', 'GO:0005261']
AT2G46460	['GO:0003676', 'GO:0004523']
AT2G46470	['GO:0032977']
AT2G46480	['GO:0016757', 'GO:0047262']
AT2G46490	['GO:0001217']
AT2G46493	['GO:0030247']
AT2G46494	['GO:0030247']
AT2G46495	['GO:0030247']
AT2G46500	['GO:0004430', 'GO:0004674']
AT2G46505	['GO:0008177']
AT2G46510	['GO:0000976', 'GO:0003700', 'GO:0005515', 'GO:0046983']
AT2G46520	['GO:0031267']
AT2G46530	['GO:0000976', 'GO:0003700']
AT2G46550	['GO:0005515']
AT2G46570	['GO:0005507', 'GO:0052716']
AT2G46580	['GO:0010181']
AT2G46590	['GO:0003700']
AT2G46600	['GO:0005509', 'GO:0005515']
AT2G46610	['GO:0005515']
AT2G46650	['GO:0020037']
AT2G46660	['GO:0005506', 'GO:0016705', 'GO:0020037']
AT2G46670	['GO:0005515']
AT2G46680	['GO:0000976', 'GO:0000981', 'GO:0003700', 'GO:0005515', 'GO:0043565']
AT2G46700	['GO:0004672', 'GO:0004674', 'GO:0005509', 'GO:0005515', 'GO:0005516', 'GO:0005524']
AT2G46710	['GO:0005515']
AT2G46720	['GO:0009922']
AT2G46735	['GO:0005515']
AT2G46740	['GO:0003885', 'GO:0050105', 'GO:0071949']
AT2G46750	['GO:0003885', 'GO:0050105', 'GO:0071949']
AT2G46760	['GO:0003885', 'GO:0050105', 'GO:0071949']
AT2G46770	['GO:0003700', 'GO:0005515']
AT2G46780	['GO:0003729']
AT2G46790	['GO:0000156', 'GO:0003677', 'GO:0005515']
AT2G46800	['GO:0005385', 'GO:0015103', 'GO:0046873']
AT2G46810	['GO:0003700', 'GO:0005515', 'GO:0042803', 'GO:0046983']
AT2G46820	['GO:0003677', 'GO:0005515']
AT2G46830	['GO:0000987', 'GO:0003677', 'GO:0003700', 'GO:0005515', 'GO:0019904', 'GO:0043565']
AT2G46850	['GO:0004672', 'GO:0030247']
AT2G46860	['GO:0000287', 'GO:0004427']
AT2G46870	['GO:0003700', 'GO:0005515', 'GO:0043565']
AT2G46880	['GO:0003993']
AT2G46920	['GO:0004722', 'GO:0005543', 'GO:0017018']
AT2G46930	['GO:0052793']
AT2G46950	['GO:0005506', 'GO:0016705', 'GO:0020037']
AT2G46960	['GO:0005506', 'GO:0016705', 'GO:0020037']
AT2G46970	['GO:0003700', 'GO:0005515', 'GO:0046983']
AT2G46980	['GO:0005515']
AT2G46990	['GO:0003700', 'GO:0005515', 'GO:0042802']
AT2G47000	['GO:0008559', 'GO:0010328', 'GO:0010329', 'GO:0016887', 'GO:0042626', 'GO:0140359']
AT2G47020	['GO:0003747', 'GO:0016149']
AT2G47030	['GO:0004857', 'GO:0030599']
AT2G47040	['GO:0004857', 'GO:0005515', 'GO:0030599']
AT2G47050	['GO:0046910']
AT2G47060	['GO:0004672', 'GO:0004674', 'GO:0005515', 'GO:0005524']
AT2G47070	['GO:0003677', 'GO:0003700']
AT2G47090	['GO:0005515', 'GO:0061630']
AT2G47100	['GO:0030533']
AT2G47110	['GO:0003729']
AT2G47160	['GO:0005452', 'GO:0046715', 'GO:0080139']
AT2G47170	['GO:0003729', 'GO:0003924', 'GO:0005515', 'GO:0005525', 'GO:0016004']
AT2G47180	['GO:0047216']
AT2G47190	['GO:0000976', 'GO:0000978', 'GO:0003677', 'GO:0003700', 'GO:0005516']
AT2G47210	['GO:0003677', 'GO:0004402', 'GO:0005515']
AT2G47220	['GO:0042803']
AT2G47230	['GO:0042393']
AT2G47240	['GO:0004467', 'GO:0031957']
AT2G47250	['GO:0003724', 'GO:0003729']
AT2G47260	['GO:0000976', 'GO:0003700']
AT2G47270	['GO:0000976', 'GO:0003700', 'GO:0005515', 'GO:0046983']
AT2G47280	['GO:0030599']
AT2G47300	['GO:0004526']
AT2G47310	['GO:0003677', 'GO:0005515']
AT2G47320	['GO:0003755']
AT2G47330	['GO:0003724']
AT2G47340	['GO:0004857']
AT2G47390	['GO:0004252']
AT2G47400	['GO:0003729', 'GO:0005507', 'GO:0016151']
AT2G47420	['GO:0000179']
