Gene_ID	GO_Terms
AT2G44210	['GO:0005576']
AT2G44220	['GO:0005739']
AT2G44230	['GO:0009507']
AT2G44240	['GO:0005576']
AT2G44250	['GO:0005576']
AT2G44260	['GO:0009507']
AT2G44270	['GO:0005737']
AT2G44290	['GO:0005576', 'GO:0005829', 'GO:0016020']
AT2G44300	['GO:0005829', 'GO:0016020']
AT2G44310	['GO:0005634', 'GO:0005829']
AT2G44330	['GO:0005634']
AT2G44340	['GO:0005634']
AT2G44350	['GO:0005739', 'GO:0005829', 'GO:0009505', 'GO:0009507']
AT2G44370	['GO:0005634']
AT2G44380	['GO:0005634']
AT2G44390	['GO:0005634']
AT2G44400	['GO:0005576']
AT2G44410	['GO:0005634']
AT2G44420	['GO:0005737', 'GO:0009507']
AT2G44430	['GO:0005634']
AT2G44440	['GO:0005634']
AT2G44450	['GO:0005576', 'GO:0005794', 'GO:0009505', 'GO:0009506']
AT2G44470	['GO:0009507']
AT2G44480	['GO:0005576', 'GO:0005634', 'GO:0009507']
AT2G44490	['GO:0005739', 'GO:0005777', 'GO:0009941', 'GO:0016020']
AT2G44500	['GO:0005634']
AT2G44510	['GO:0005730', 'GO:0009507']
AT2G44520	['GO:0005739']
AT2G44525	['GO:0005634', 'GO:0005829']
AT2G44530	['GO:0009507', 'GO:0009536']
AT2G44540	['GO:0005576']
AT2G44550	['GO:0005576']
AT2G44560	['GO:0005576']
AT2G44570	['GO:0005576']
AT2G44580	['GO:0005634', 'GO:0031390']
AT2G44590	['GO:0005737']
AT2G44600	['GO:0005739']
AT2G44610	['GO:0000139', 'GO:0000325', 'GO:0005768', 'GO:0005794', 'GO:0005802', 'GO:0005829', 'GO:0005886', 'GO:0009506', 'GO:0016020']
AT2G44620	['GO:0005739', 'GO:0005759', 'GO:0005829', 'GO:0045271']
AT2G44630	['GO:0005634']
AT2G44640	['GO:0000325', 'GO:0005634', 'GO:0005829', 'GO:0009507', 'GO:0009536', 'GO:0009941']
AT2G44650	['GO:0005829', 'GO:0009507', 'GO:0009570', 'GO:0009941']
AT2G44660	['GO:0005789']
AT2G44670	['GO:0005634', 'GO:0005737', 'GO:0005829']
AT2G44680	['GO:0005634', 'GO:0005737', 'GO:0005829', 'GO:0005956']
AT2G44690	['GO:0000421', 'GO:0009507']
AT2G44700	['GO:0005634']
AT2G44710	['GO:0005634', 'GO:0005737', 'GO:0005829']
AT2G44730	['GO:0005634']
AT2G44735	['GO:0005739']
AT2G44745	['GO:0005634']
AT2G44750	['GO:0005829']
AT2G44760	['GO:0009507']
AT2G44770	['GO:0005634', 'GO:0005654', 'GO:0005737']
AT2G44790	['GO:0005576', 'GO:0005886', 'GO:0009506', 'GO:0016020']
AT2G44800	['GO:0005737']
AT2G44810	['GO:0005576', 'GO:0005737', 'GO:0009507']
AT2G44830	['GO:0005634', 'GO:0005737']
AT2G44840	['GO:0005622', 'GO:0005634']
AT2G44850	['GO:0005576']
AT2G44860	['GO:0005634', 'GO:0005730', 'GO:0022625']
AT2G44870	['GO:0009507', 'GO:0009536']
AT2G44880	['GO:0005739', 'GO:0009507']
AT2G44890	['GO:0005576']
AT2G44900	['GO:0005634']
AT2G44910	['GO:0005634', 'GO:0009506']
AT2G44920	['GO:0005576', 'GO:0005829', 'GO:0009507', 'GO:0009534', 'GO:0009535', 'GO:0009543', 'GO:0009579', 'GO:0031977']
AT2G44925	['GO:0005576']
AT2G44930	['GO:0005739']
AT2G44940	['GO:0005634']
AT2G44950	['GO:0005634', 'GO:0005739']
AT2G44970	['GO:0005634']
AT2G44980	['GO:0005634']
AT2G44990	['GO:0009507', 'GO:0009536', 'GO:0009570']
AT2G44993	['GO:0005737']
AT2G45000	['GO:0005635', 'GO:0005829', 'GO:0009507', 'GO:0034399']
AT2G45010	['GO:0005634']
AT2G45030	['GO:0005739', 'GO:0009507']
AT2G45040	['GO:0005576', 'GO:0016020', 'GO:0031012']
AT2G45050	['GO:0005634']
AT2G45060	['GO:0005634', 'GO:0005739', 'GO:0005829']
AT2G45070	['GO:0005784', 'GO:0005789']
AT2G45080	['GO:0005737']
AT2G45100	['GO:0005634']
AT2G45110	['GO:0005576']
AT2G45120	['GO:0005634', 'GO:0005737']
AT2G45130	['GO:0005737']
AT2G45140	['GO:0005783', 'GO:0005789', 'GO:0005829', 'GO:0005886']
AT2G45150	['GO:0005886', 'GO:0009507', 'GO:0009535', 'GO:0009536']
AT2G45160	['GO:0005634']
AT2G45170	['GO:0005634', 'GO:0005737', 'GO:0005776', 'GO:0016020']
AT2G45180	['GO:0005576', 'GO:0009535']
AT2G45190	['GO:0005634']
AT2G45200	['GO:0000325', 'GO:0005768', 'GO:0005794', 'GO:0005801', 'GO:0005802']
AT2G45210	['GO:0005634', 'GO:0005739']
AT2G45220	['GO:0005576', 'GO:0010494', 'GO:0048046']
AT2G45240	['GO:0005737', 'GO:0009507']
AT2G45243	['GO:0005739']
AT2G45250	['GO:0005634', 'GO:0005739', 'GO:0009507', 'GO:0070176']
AT2G45260	['GO:0000325', 'GO:0005776']
AT2G45270	['GO:0005743', 'GO:0009507']
AT2G45280	['GO:0005634']
AT2G45290	['GO:0005829', 'GO:0009507', 'GO:0009536', 'GO:0009570']
AT2G45300	['GO:0009507', 'GO:0009570']
AT2G45320	['GO:0005739']
AT2G45330	['GO:0009507']
AT2G45340	['GO:0005886']
AT2G45350	['GO:0005773', 'GO:0009507']
AT2G45360	['GO:0005634']
AT2G45380	['GO:0005634']
AT2G45400	['GO:0005634', 'GO:0005737']
AT2G45403	['GO:0005634']
AT2G45405	['GO:0005634']
AT2G45406	['GO:0005737']
AT2G45410	['GO:0005634']
AT2G45420	['GO:0005634']
AT2G45430	['GO:0005634']
AT2G45440	['GO:0009507']
AT2G45450	['GO:0005739']
AT2G45460	['GO:0005737']
AT2G45470	['GO:0005829', 'GO:0005886', 'GO:0009507', 'GO:0016020', 'GO:0048046', 'GO:0099503']
AT2G45480	['GO:0005634', 'GO:0005739']
AT2G45490	['GO:0000775', 'GO:0005634', 'GO:0005819']
AT2G45500	['GO:0005634']
AT2G45510	['GO:0005783']
AT2G45520	['GO:0005739']
AT2G45530	['GO:0005737']
AT2G45540	['GO:0005634']
AT2G45550	['GO:0009507']
AT2G45560	['GO:0009507']
AT2G45580	['GO:0005576']
AT2G45590	['GO:0005634']
AT2G45600	['GO:0005634']
AT2G45610	['GO:0005634']
AT2G45620	['GO:0005634']
AT2G45630	['GO:0005829', 'GO:0009507']
AT2G45640	['GO:0005634', 'GO:0005730', 'GO:0005829']
AT2G45650	['GO:0005634']
AT2G45660	['GO:0005634', 'GO:0005737']
AT2G45680	['GO:0005634', 'GO:0005737']
AT2G45690	['GO:0005777', 'GO:0005789']
AT2G45700	['GO:0005634']
AT2G45710	['GO:0005730', 'GO:0005737', 'GO:0009506', 'GO:0022626', 'GO:0022627']
AT2G45730	['GO:0005634']
AT2G45740	['GO:0005739', 'GO:0005777', 'GO:0005778', 'GO:0005829', 'GO:0009507']
AT2G45770	['GO:0005829', 'GO:0009507', 'GO:0009534']
AT2G45790	['GO:0005737', 'GO:0005829']
AT2G45800	['GO:0005634', 'GO:0015629']
AT2G45810	['GO:0005737']
AT2G45820	['GO:0005829', 'GO:0005886', 'GO:0009506']
AT2G45830	['GO:0005576', 'GO:0005634']
AT2G45840	['GO:0005634']
AT2G45850	['GO:0005634', 'GO:0005886']
AT2G45870	['GO:0005886', 'GO:0009533', 'GO:0042651']
AT2G45880	['GO:0005576', 'GO:0005634']
AT2G45890	['GO:0005634', 'GO:0005886', 'GO:0009531', 'GO:0016324']
AT2G45900	['GO:0005634', 'GO:0009506']
AT2G45910	['GO:0005634', 'GO:0005829']
AT2G45920	['GO:0005737']
AT2G45930	['GO:0005739']
AT2G45940	['GO:0005739']
AT2G45950	['GO:0005634', 'GO:0019005']
AT2G45960	['GO:0000325', 'GO:0005829', 'GO:0005886']
AT2G45970	['GO:0005576']
AT2G45980	['GO:0005622', 'GO:0005634', 'GO:0005783', 'GO:0005829', 'GO:0009570', 'GO:0043231']
AT2G45990	['GO:0005829', 'GO:0009507', 'GO:0009570']
AT2G46020	['GO:0005634']
AT2G46030	['GO:0005634']
AT2G46040	['GO:0000118', 'GO:0005634', 'GO:0048555', 'GO:0048556']
AT2G46050	['GO:0005739']
AT2G46060	['GO:0005576']
AT2G46070	['GO:0005634']
AT2G46080	['GO:0005634']
AT2G46090	['GO:0005739', 'GO:0009507']
AT2G46100	['GO:0005829']
AT2G46110	['GO:0005739', 'GO:0009507']
AT2G46130	['GO:0005634']
AT2G46140	['GO:0005829', 'GO:0005886']
AT2G46150	['GO:0005886']
AT2G46160	['GO:0009507']
AT2G46170	['GO:0005783', 'GO:0005886']
AT2G46180	['GO:0005576', 'GO:0005794']
AT2G46200	['GO:0005737']
AT2G46210	['GO:0005783']
AT2G46220	['GO:0009507']
AT2G46225	['GO:0005737', 'GO:0031209']
AT2G46230	['GO:0005634', 'GO:0032040']
AT2G46240	['GO:0005634', 'GO:0009506']
AT2G46250	['GO:0005737']
AT2G46260	['GO:0005737']
AT2G46270	['GO:0005634', 'GO:0005829']
AT2G46280	['GO:0005634', 'GO:0005737', 'GO:0080008']
AT2G46290	['GO:0005634', 'GO:0009506', 'GO:0080008']
AT2G46308	['GO:0005739']
AT2G46310	['GO:0005634']
AT2G46320	['GO:0005739']
AT2G46330	['GO:0005886', 'GO:0016020']
AT2G46340	['GO:0005634', 'GO:0016604', 'GO:0080008']
AT2G46360	['GO:0005634']
AT2G46370	['GO:0005634', 'GO:0005737', 'GO:0005773']
AT2G46375	['GO:0005634', 'GO:0005739']
AT2G46380	['GO:0005634', 'GO:0005739']
AT2G46390	['GO:0045273']
AT2G46400	['GO:0005634', 'GO:0005730']
AT2G46410	['GO:0005634']
AT2G46420	['GO:0005634']
AT2G46430	['GO:0005634']
AT2G46440	['GO:0005739']
AT2G46450	['GO:0005634', 'GO:0005739', 'GO:0005886']
AT2G46455	['GO:0005739']
AT2G46460	['GO:0005634']
AT2G46470	['GO:0005739']
AT2G46480	['GO:0005634']
AT2G46490	['GO:0005634']
AT2G46493	['GO:0005634']
AT2G46494	['GO:0009507']
AT2G46495	['GO:0005576', 'GO:0009507']
AT2G46500	['GO:0009507']
AT2G46505	['GO:0005739', 'GO:0045273']
AT2G46510	['GO:0005634']
AT2G46520	['GO:0009506', 'GO:0009507']
AT2G46530	['GO:0005634', 'GO:0009506']
AT2G46535	['GO:0005739']
AT2G46540	['GO:0005739', 'GO:0005829']
AT2G46550	['GO:0009507']
AT2G46560	['GO:0080008']
AT2G46570	['GO:0005576']
AT2G46590	['GO:0005634']
AT2G46600	['GO:0005634']
AT2G46610	['GO:0005634', 'GO:0005737']
AT2G46620	['GO:0005576']
AT2G46630	['GO:0005634']
AT2G46640	['GO:0005634']
AT2G46650	['GO:0005829']
AT2G46660	['GO:0009507']
AT2G46670	['GO:0005634']
AT2G46680	['GO:0005634']
AT2G46690	['GO:0005634', 'GO:0005886']
AT2G46700	['GO:0005886']
AT2G46710	['GO:0005737', 'GO:0005886', 'GO:0009531']
AT2G46720	['GO:0005737', 'GO:0005783']
AT2G46740	['GO:0005576', 'GO:0009505', 'GO:0016020']
AT2G46750	['GO:0005576', 'GO:0016020']
AT2G46760	['GO:0009507', 'GO:0016020']
AT2G46765	['GO:0005739']
AT2G46770	['GO:0005634']
AT2G46780	['GO:0005737']
AT2G46790	['GO:0005634']
AT2G46800	['GO:0000325', 'GO:0005773', 'GO:0005774', 'GO:0016020']
AT2G46810	['GO:0005634']
AT2G46820	['GO:0005829', 'GO:0009507', 'GO:0009515', 'GO:0009534', 'GO:0009535', 'GO:0009579', 'GO:0009941', 'GO:0030093', 'GO:0042644']
AT2G46830	['GO:0005634']
AT2G46840	['GO:0005634']
AT2G46850	['GO:0009507']
AT2G46860	['GO:0005654', 'GO:0005737', 'GO:0005829']
AT2G46870	['GO:0005634']
AT2G46880	['GO:0005737', 'GO:0009506', 'GO:0009507']
AT2G46900	['GO:0005634']
AT2G46910	['GO:0005829', 'GO:0009507', 'GO:0010287']
AT2G46915	['GO:0009507']
AT2G46920	['GO:0005634', 'GO:0005886']
AT2G46930	['GO:0005576']
AT2G46940	['GO:0005634']
AT2G46950	['GO:0005829', 'GO:0009507']
AT2G46960	['GO:0005739']
AT2G46970	['GO:0005634']
AT2G46980	['GO:0005634', 'GO:0005694', 'GO:0005730', 'GO:0009507']
AT2G46990	['GO:0005634']
AT2G47000	['GO:0005634', 'GO:0005829', 'GO:0005886', 'GO:0009506', 'GO:0016020']
AT2G47020	['GO:0009507']
AT2G47030	['GO:0005576', 'GO:0009506', 'GO:0090406']
AT2G47040	['GO:0000139', 'GO:0005576', 'GO:0090406']
AT2G47050	['GO:0009507']
AT2G47060	['GO:0005634', 'GO:0005829']
AT2G47070	['GO:0005634']
AT2G47090	['GO:0005634']
AT2G47110	['GO:0005622', 'GO:0005794', 'GO:0005829', 'GO:0022627']
AT2G47115	['GO:0005576']
AT2G47120	['GO:0005737']
AT2G47130	['GO:0005737']
AT2G47140	['GO:0005737']
AT2G47150	['GO:0005737']
AT2G47160	['GO:0005737', 'GO:0005768', 'GO:0005773', 'GO:0005886', 'GO:0016328', 'GO:0043674']
AT2G47170	['GO:0005769', 'GO:0005794', 'GO:0005798', 'GO:0005802', 'GO:0005829']
AT2G47190	['GO:0005634']
AT2G47200	['GO:0005739']
AT2G47210	['GO:0000812', 'GO:0005634', 'GO:0035267']
AT2G47220	['GO:0005634', 'GO:0005737', 'GO:0009570']
AT2G47230	['GO:0005634']
AT2G47240	['GO:0005634', 'GO:0005783']
AT2G47245	['GO:0009507']
AT2G47250	['GO:0005634', 'GO:0009941']
AT2G47260	['GO:0005634']
AT2G47270	['GO:0005739']
AT2G47280	['GO:0005576']
AT2G47300	['GO:0000172', 'GO:0005634', 'GO:0005655']
AT2G47310	['GO:0005634']
AT2G47320	['GO:0000137', 'GO:0005634', 'GO:0005794']
AT2G47330	['GO:0005634']
AT2G47340	['GO:0005737']
AT2G47350	['GO:0005634', 'GO:0005737', 'GO:0031011']
AT2G47360	['GO:0005739']
AT2G47370	['GO:0005576']
AT2G47380	['GO:0005739', 'GO:0098803']
AT2G47390	['GO:0005829', 'GO:0009507', 'GO:0009570']
AT2G47400	['GO:0005829', 'GO:0009507', 'GO:0009570', 'GO:0009941', 'GO:0032991']
AT2G47410	['GO:0005634', 'GO:0080008']
AT2G47420	['GO:0005634', 'GO:0005730']
AT2G47430	['GO:0005576', 'GO:0005886', 'GO:0009506', 'GO:0016020']
AT2G47440	['GO:0005634']
AT2G47450	['GO:0005622', 'GO:0005829', 'GO:0009507', 'GO:0009535', 'GO:0009941', 'GO:0080085']
AT2G47460	['GO:0005634']
AT2G47470	['GO:0000325', 'GO:0005576', 'GO:0005783', 'GO:0005829', 'GO:0009505', 'GO:0009507', 'GO:0099503']
AT2G47480	['GO:0005739']
AT2G47485	['GO:0005739']
AT2G47490	['GO:0005739', 'GO:0031969']
AT2G47500	['GO:0005634']
AT2G47510	['GO:0005739', 'GO:0005829']
AT2G47520	['GO:0005634']
AT2G47540	['GO:0009507']
AT2G47550	['GO:0005576']
AT2G47560	['GO:0005634']
AT2G47570	['GO:0005737', 'GO:0022625']
AT2G47580	['GO:0005634', 'GO:0005685', 'GO:0005730']
AT2G47590	['GO:0005634']
AT2G47600	['GO:0005774']
AT2G47610	['GO:0000325', 'GO:0005730', 'GO:0005737', 'GO:0005829', 'GO:0009506', 'GO:0022625', 'GO:0022626']
AT2G47620	['GO:0005634', 'GO:0016514']
AT2G47630	['GO:0005576', 'GO:0005739']
AT2G47640	['GO:0005634', 'GO:0005730', 'GO:0005829']
AT2G47650	['GO:0000138', 'GO:0000325', 'GO:0005768', 'GO:0005773', 'GO:0005794', 'GO:0005802', 'GO:0005886', 'GO:0016020']
AT2G47680	['GO:0005634']
AT2G47690	['GO:0005634', 'GO:0005739', 'GO:0031966', 'GO:0045271']
AT2G47700	['GO:0005634', 'GO:0005737']
AT2G47710	['GO:0000325', 'GO:0005737', 'GO:0005794', 'GO:0005829', 'GO:0005886']
AT2G47720	['GO:0005634']
AT2G47730	['GO:0000325', 'GO:0005634', 'GO:0005829', 'GO:0009507', 'GO:0009570', 'GO:0009579', 'GO:0009941', 'GO:0010319']
AT2G47750	['GO:0009941']
AT2G47760	['GO:0005739', 'GO:0005783', 'GO:0009507']
AT2G47770	['GO:0005739', 'GO:0005783', 'GO:0005794', 'GO:0005795', 'GO:0016020']
AT2G47780	['GO:0005737', 'GO:0005811']
AT2G47790	['GO:0005634', 'GO:0080008']
AT2G47800	['GO:0000325', 'GO:0005773', 'GO:0005774', 'GO:0005794', 'GO:0005829', 'GO:0005886', 'GO:0009506', 'GO:0009507']
AT2G47810	['GO:0005634', 'GO:0016602']
AT2G47820	['GO:0000118', 'GO:0005634']
AT2G47830	['GO:0009507']
AT2G47840	['GO:0005829', 'GO:0009507', 'GO:0009536', 'GO:0009706', 'GO:0009941']
AT2G47844	['GO:0005739']
AT2G47850	['GO:0005634']
AT2G47860	['GO:0005634']
AT2G47870	['GO:0005576']
AT2G47880	['GO:0005634', 'GO:0005737']
AT2G47885	['GO:0005739']
AT2G47890	['GO:0005634']
AT2G47900	['GO:0005634', 'GO:0005737', 'GO:0005829', 'GO:0005886', 'GO:0009536']
AT2G47910	['GO:0005634', 'GO:0005829', 'GO:0009507', 'GO:0009535', 'GO:0009570']
AT2G47920	['GO:0005739']
AT2G47930	['GO:0005886', 'GO:0016020']
AT2G47935	['GO:0005634']
AT2G47940	['GO:0005634', 'GO:0005829', 'GO:0009507', 'GO:0009533', 'GO:0009535', 'GO:0009570', 'GO:0009941']
AT2G47950	['GO:0005634']
AT2G47960	['GO:0009507']
AT2G47970	['GO:0005829']
AT2G47980	['GO:0005634', 'GO:0005694']
AT2G47990	['GO:0005634', 'GO:0005730', 'GO:0080008']
AT2G48000	['GO:0005739']
AT2G48010	['GO:0005886']
AT2G48020	['GO:0000325', 'GO:0005829', 'GO:0009705']
AT2G48030	['GO:0005634']
AT2G48060	['GO:0005634', 'GO:0009507']
AT2G48070	['GO:0005739', 'GO:0009507', 'GO:0009536']
AT2G48080	['GO:0005634']
AT2G48090	['GO:0005739', 'GO:0009507']
AT2G48100	['GO:0005634']
AT2G48110	['GO:0016020', 'GO:0016592']
AT2G48120	['GO:0009501', 'GO:0009507', 'GO:0009509', 'GO:0009513', 'GO:0009537', 'GO:0009570', 'GO:0042644']
AT2G48121	['GO:0005737', 'GO:0005739']
AT2G48130	['GO:0005886', 'GO:0016020']
AT2G48140	['GO:0016020']
AT2G48150	['GO:0005737', 'GO:0005829', 'GO:0012505']
AT2G48160	['GO:0005634']
AT3G01010	['GO:0005737']
AT3G01015	['GO:0005634', 'GO:0005819', 'GO:1990752']
AT3G01020	['GO:0005739', 'GO:0005829']
AT3G01040	['GO:0005794', 'GO:0009507', 'GO:0090406']
AT3G01050	['GO:0005886']
AT3G01060	['GO:0009507']
AT3G01070	['GO:0005576', 'GO:0016020']
AT3G01080	['GO:0005634']
AT3G01085	['GO:0005634']
AT3G01090	['GO:0000152', 'GO:0005634', 'GO:0005737', 'GO:0005794', 'GO:0005829', 'GO:0009507']
AT3G01100	['GO:0005634', 'GO:0005886', 'GO:0009507']
AT3G01120	['GO:0009507', 'GO:0009570']
AT3G01130	['GO:0009507']
AT3G01140	['GO:0005634']
AT3G01150	['GO:0000932', 'GO:0005634', 'GO:0005737']
AT3G01160	['GO:0005634']
AT3G01175	['GO:0005739']
AT3G01180	['GO:0009507']
AT3G01185	['GO:0005576']
AT3G01190	['GO:0005576']
AT3G01200	['GO:0005829', 'GO:0009507']
AT3G01210	['GO:0005634', 'GO:0005737']
AT3G01220	['GO:0005634']
AT3G01240	['GO:0009507']
AT3G01260	['GO:0005737']
AT3G01270	['GO:0005576', 'GO:0005737']
AT3G01280	['GO:0000325', 'GO:0005739', 'GO:0005773', 'GO:0005829', 'GO:0005886', 'GO:0009507', 'GO:0009941']
AT3G01290	['GO:0000325', 'GO:0005739', 'GO:0005829', 'GO:0005886', 'GO:0009506', 'GO:0010494']
AT3G01300	['GO:0005634', 'GO:0005886']
AT3G01310	['GO:0005737', 'GO:0005886']
AT3G01311	['GO:0005634']
AT3G01313	['GO:0005732']
AT3G01316	['GO:0005732']
AT3G01319	['GO:0005739']
AT3G01320	['GO:0005634', 'GO:0070822']
AT3G01324	['GO:0005739']
AT3G01325	['GO:0005739']
AT3G01327	['GO:0005739']
AT3G01329	['GO:0005576']
AT3G01330	['GO:0005634', 'GO:0005667', 'GO:0005737']
AT3G01340	['GO:0005634', 'GO:0005737', 'GO:0005783']
AT3G01345	['GO:0005739']
AT3G01370	['GO:0009507', 'GO:0009532']
AT3G01380	['GO:0005576', 'GO:0005739', 'GO:0005783']
AT3G01390	['GO:0000325', 'GO:0005773', 'GO:0005794', 'GO:0005829', 'GO:0005886', 'GO:0010494', 'GO:0016469', 'GO:0016471']
AT3G01400	['GO:0005737']
AT3G01410	['GO:0005634', 'GO:0005737']
AT3G01415	['GO:0005739']
AT3G01420	['GO:0005576', 'GO:0012511']
AT3G01430	['GO:0005634']
AT3G01435	['GO:0005634', 'GO:0016592']
AT3G01440	['GO:0005829', 'GO:0009344', 'GO:0009507', 'GO:0009534', 'GO:0009535', 'GO:0009543', 'GO:0009654', 'GO:0019898']
AT3G01460	['GO:0000812', 'GO:0005634', 'GO:0009506']
AT3G01470	['GO:0005634']
AT3G01475	['GO:0005739']
AT3G01480	['GO:0005829', 'GO:0009507', 'GO:0009534', 'GO:0009535', 'GO:0009543', 'GO:0009570', 'GO:0009579', 'GO:0031977']
AT3G01490	['GO:0005737', 'GO:0005829']
AT3G01500	['GO:0005737', 'GO:0005829', 'GO:0005886', 'GO:0009507', 'GO:0009535', 'GO:0009570', 'GO:0009579', 'GO:0009941', 'GO:0010319', 'GO:0048046']
AT3G01510	['GO:0009507', 'GO:0009569', 'GO:0009570', 'GO:0043036']
AT3G01516	['GO:0005634']
AT3G01520	['GO:0005737', 'GO:0005829', 'GO:0005886']
AT3G01530	['GO:0005634']
AT3G01540	['GO:0005634', 'GO:0005730']
AT3G01550	['GO:0005886', 'GO:0009507']
AT3G01560	['GO:0009507', 'GO:0042735']
AT3G01570	['GO:0012511']
AT3G01580	['GO:0005739']
AT3G01590	['GO:0005634']
AT3G01600	['GO:0005634']
AT3G01610	['GO:0005634']
AT3G01620	['GO:0005794']
AT3G01630	['GO:0005739']
AT3G01640	['GO:0005737']
AT3G01650	['GO:0005634', 'GO:0005886']
AT3G01670	['GO:0005634', 'GO:0009507']
AT3G01680	['GO:0005634']
AT3G01690	['GO:0005634']
AT3G01700	['GO:0005886', 'GO:0016020']
AT3G01710	['GO:0005634']
AT3G01730	['GO:0005886', 'GO:0016020']
AT3G01740	['GO:0005739', 'GO:0005829']
AT3G01750	['GO:0005737']
AT3G01760	['GO:0005886']
AT3G01770	['GO:0005634']
AT3G01780	['GO:0005634', 'GO:0005737', 'GO:0005829', 'GO:0005886', 'GO:0009504', 'GO:0009506', 'GO:0009524']
AT3G01790	['GO:0005739', 'GO:0009507']
AT3G01800	['GO:0005739', 'GO:0005829']
AT3G01810	['GO:0005634', 'GO:0005643']
AT3G01830	['GO:0005634']
AT3G01840	['GO:0005886', 'GO:0009507']
AT3G01850	['GO:0005737', 'GO:0009507']
AT3G01860	['GO:0005634']
AT3G01870	['GO:0005576']
AT3G01880	['GO:0005576']
AT3G01890	['GO:0005634']
AT3G01900	['GO:0005576']
AT3G01910	['GO:0005739', 'GO:0005777', 'GO:0005829', 'GO:0009507']
AT3G01920	['GO:0005737', 'GO:0005829']
AT3G01930	['GO:0005739', 'GO:0005886']
AT3G01940	['GO:0016020']
AT3G01950	['GO:0016020']
AT3G01970	['GO:0005634']
AT3G01980	['GO:0005739', 'GO:0005777']
AT3G01990	['GO:0009507']
AT3G02000	['GO:0005634', 'GO:0005737']
AT3G02010	['GO:0005739']
AT3G02020	['GO:0009507']
AT3G02040	['GO:0005737', 'GO:0009536']
AT3G02050	['GO:0005829', 'GO:0009507']
AT3G02060	['GO:0005634']
AT3G02065	['GO:0005634', 'GO:0009507']
AT3G02070	['GO:0005737', 'GO:0005886']
AT3G02080	['GO:0005634', 'GO:0005829', 'GO:0009505', 'GO:0009506', 'GO:0022626', 'GO:0022627']
AT3G02090	['GO:0000325', 'GO:0005730', 'GO:0005739', 'GO:0005741', 'GO:0005743', 'GO:0005758', 'GO:0005759', 'GO:0005829', 'GO:0009505', 'GO:0009507', 'GO:0045275']
AT3G02100	['GO:0005634']
AT3G02110	['GO:0005576']
AT3G02120	['GO:0005634']
AT3G02125	['GO:0005634']
AT3G02130	['GO:0005886']
AT3G02140	['GO:0005634']
AT3G02150	['GO:0005634', 'GO:0009507']
AT3G02160	['GO:0005634', 'GO:0005669']
AT3G02170	['GO:0005634', 'GO:0005829', 'GO:0005874']
AT3G02180	['GO:0005829']
AT3G02190	['GO:0005829', 'GO:0022625']
AT3G02200	['GO:0005737', 'GO:0005829']
AT3G02210	['GO:0005886', 'GO:0016020']
AT3G02220	['GO:0005634']
AT3G02230	['GO:0000138', 'GO:0000325', 'GO:0005634', 'GO:0005794', 'GO:0005795', 'GO:0005829', 'GO:0009505', 'GO:0022626']
AT3G02240	['GO:0005576', 'GO:0005615']
AT3G02242	['GO:0005576']
AT3G02245	['GO:0005739']
AT3G02260	['GO:0005829', 'GO:0009506']
AT3G02270	['GO:0005737']
AT3G02280	['GO:0005634', 'GO:0005737']
AT3G02290	['GO:0005634']
AT3G02310	['GO:0005634']
AT3G02320	['GO:0005634']
AT3G02330	['GO:0005739']
AT3G02340	['GO:0005634']
AT3G02350	['GO:0000138', 'GO:0005768', 'GO:0005794', 'GO:0005802']
AT3G02360	['GO:0005737', 'GO:0005777', 'GO:0005829', 'GO:0009570', 'GO:0099503']
AT3G02370	['GO:0005634']
AT3G02380	['GO:0005634']
AT3G02390	['GO:0005739']
AT3G02400	['GO:0005737', 'GO:0032133']
AT3G02410	['GO:0000139', 'GO:0005576', 'GO:0005789']
AT3G02420	['GO:0005739', 'GO:0005783', 'GO:0005829', 'GO:0009506']
AT3G02430	['GO:0005783']
AT3G02440	['GO:0005739', 'GO:0009507']
AT3G02450	['GO:0005739', 'GO:0005829', 'GO:0009941']
AT3G02460	['GO:0005634', 'GO:0005737', 'GO:0005739']
AT3G02480	['GO:0005829']
AT3G02490	['GO:0005739']
AT3G02493	['GO:0005739', 'GO:0005886']
AT3G02500	['GO:0005739']
AT3G02510	['GO:0005737', 'GO:0005794', 'GO:0005829']
AT3G02520	['GO:0005635', 'GO:0005737', 'GO:0005794', 'GO:0005829', 'GO:0005886', 'GO:0009506', 'GO:0009570']
AT3G02530	['GO:0005737', 'GO:0005829']
AT3G02540	['GO:0005634', 'GO:0005737', 'GO:0005829']
AT3G02550	['GO:0005634']
AT3G02555	['GO:0005634']
AT3G02560	['GO:0005829', 'GO:0009507', 'GO:0022626', 'GO:0022627']
AT3G02570	['GO:0005737']
AT3G02600	['GO:0005737', 'GO:0005886']
AT3G02610	['GO:0009507']
AT3G02620	['GO:0009507']
AT3G02630	['GO:0009507', 'GO:0009570']
AT3G02640	['GO:0005739']
AT3G02650	['GO:0005739']
AT3G02660	['GO:0005739', 'GO:0009507', 'GO:0009570']
AT3G02677	['GO:0005739']
AT3G02680	['GO:0005634', 'GO:0030870']
AT3G02690	['GO:0009507']
AT3G02710	['GO:0005634']
AT3G02720	['GO:0005737', 'GO:0005829']
AT3G02730	['GO:0005829', 'GO:0009507', 'GO:0009534', 'GO:0009570']
AT3G02740	['GO:0005829', 'GO:0009506', 'GO:0016020']
AT3G02750	['GO:0009507']
