COMP_GENE_A	COMP_GENE_B
AT4G10250	AT1G20180
AT4G10250	AT4G33700
AT4G10250	AT1G31240
AT4G10250	AT1G11940
AT4G10250	AT5G56580
AT4G10250	AT2G06210
AT4G10250	AT3G54120
AT4G10250	AT5G43860
AT4G10250	AT2G41630
AT4G10250	AT1G69330
AT4G10250	AT2G26660
AT4G10250	AT3G21160
AT4G10250	AT3G07660
AT4G10250	AT5G54810
AT4G10250	AT4G38070
AT4G10250	AT3G29400
AT4G10250	AT3G15010
AT4G10250	AT1G63050
AT4G10250	AT5G14950
AT4G10250	AT2G43430
AT4G10250	AT3G45740
AT4G10250	AT5G20650
AT4G10250	AT3G59870
AT4G10250	AT5G05680
AT4G10250	AT5G13030
AT4G10250	AT4G36390
AT4G10250	AT5G02140
AT4G10250	AT3G18060
AT4G10250	AT3G21820
AT4G10250	AT2G18850
AT4G10250	AT4G27120
AT4G10250	AT3G22150
AT4G10250	AT3G16760
AT4G10250	AT3G55330
AT4G10250	AT3G01720
AT4G10250	AT3G58590
AT4G10250	AT3G23255
AT1G79580	AT5G01360
AT1G79580	AT4G34500
AT1G79580	AT3G10890
AT1G79580	AT3G17640
AT1G79580	AT3G27270
AT1G79580	AT3G20510
AT1G79580	AT1G64970
AT1G79580	AT4G24830
AT1G79580	AT1G50260
AT1G79580	AT1G18010
AT1G79580	AT5G05500
AT1G79580	AT3G58730
AT1G79580	AT3G20830
AT1G79580	AT2G24640
AT1G79580	AT3G02510
AT1G79580	AT3G04830
AT1G79580	AT3G53580
AT1G79580	AT4G35760
AT1G79580	AT1G28760
AT1G79580	AT2G22650
AT1G79580	AT3G46780
AT1G79580	AT3G05250
AT1G79580	AT1G71440
AT1G79580	AT1G48380
AT1G79580	AT3G24650
AT1G79580	AT3G63140
AT1G79580	AT5G45380
AT1G79580	AT1G53645
AT1G79580	AT5G37055
AT1G79580	AT1G07320
AT1G79580	AT4G02350
AT1G79580	AT2G26340
AT1G79580	AT5G66360
AT1G79580	AT3G53920
AT1G79580	AT3G59390
AT1G79580	AT1G80090
AT1G79580	AT3G13700
AT1G79580	AT1G64500
AT1G79580	AT5G61400
AT4G10350	AT1G03790
AT4G10350	AT5G17420
AT4G10350	AT3G10620
AT4G10350	AT1G18680
AT4G10350	AT5G48545
AT4G10350	AT1G34220
AT4G10350	AT1G28120
AT4G10350	AT5G01310
AT4G10350	AT4G18465
AT4G10350	AT1G54990
AT4G10350	AT1G46480
AT4G10350	AT2G05755
AT5G66300	AT1G73190
AT5G66300	AT3G07020
AT5G66300	AT1G68740
AT5G66300	AT2G17950
AT5G66300	AT3G15000
AT5G66300	AT1G28470
AT5G66300	AT1G48970
AT5G66300	AT3G47520
AT5G66300	AT2G20770
AT5G66300	AT1G25580
AT5G66300	AT1G55480
AT5G66300	AT1G05720
AT5G66300	AT2G20616
AT5G66300	AT3G29130
AT4G36470	AT5G08260
AT4G36470	AT1G20180
AT4G36470	AT3G29400
AT4G36470	AT1G67490
AT4G36470	AT1G73400
AT4G36470	AT1G17140
AT4G36470	AT5G05680
AT4G36470	AT5G46280
AT4G36470	AT1G19800
AT4G36470	AT1G70070
AT4G36470	AT4G08940
AT2G47260	AT1G32190
AT2G47260	AT5G25310
AT2G47260	AT1G11950
AT2G47260	AT3G48610
AT2G47260	AT4G31820
AT2G47260	AT4G25600
AT2G47260	AT1G19220
AT2G47260	AT4G09960
AT2G47260	AT5G65160
AT2G47260	AT2G18860
AT2G47260	AT4G27780
AT2G47260	AT1G33475
AT2G47260	AT5G05570
AT2G47260	AT5G02970
AT2G47260	AT4G14500
AT2G47260	AT4G17020
AT2G47260	AT1G27340
AT2G47260	AT2G15560
AT2G47260	AT1G03050
AT2G47260	AT4G16535
AT2G47260	AT3G62330
AT2G47260	AT5G54440
AT2G47260	AT4G37190
AT2G47260	AT2G44760
AT2G47260	AT4G18465
AT2G47260	AT5G03430
AT2G47260	AT5G13290
AT2G47260	AT5G03770
AT2G47260	AT2G35920
AT2G47260	AT1G74120
AT2G47260	AT1G05440
AT2G47260	AT5G16810
AT2G47260	AT5G15010
AT2G47260	AT5G48530
AT2G47260	AT1G17160
AT2G47260	AT3G18020
AT2G47260	AT1G75010
AT2G47260	AT2G16790
AT2G47260	AT5G20990
AT2G47260	AT2G32930
AT2G47260	AT3G25410
AT2G47260	AT5G42760
AT2G47260	AT5G57040
AT2G47260	AT1G31600
AT2G36170	AT1G24620
AT2G36170	AT2G34960
AT2G36170	AT5G52640
AT2G36170	AT5G14590
AT2G36170	AT3G49420
AT2G36170	AT5G18650
AT2G36170	AT3G27060
AT2G36170	AT1G18080
AT2G36170	AT5G46920
AT2G36170	AT3G20510
AT2G36170	AT2G36230
AT2G36170	AT1G52630
AT2G36170	AT4G34910
AT2G36170	AT1G27340
AT2G36170	AT5G01160
AT2G36170	AT1G10600
AT2G36170	AT2G30575
AT2G36170	AT2G38710
AT2G36170	AT2G04845
AT2G36170	AT3G10700
AT2G36170	AT3G07550
AT2G36170	AT3G54090
AT2G36170	AT2G25620
AT2G36170	AT2G34650
AT2G36170	AT5G37530
AT2G36170	AT3G06050
AT2G36170	AT3G09580
AT2G36170	AT5G04910
AT2G36170	AT4G18460
AT2G36170	AT4G29560
AT2G36170	AT4G26415
AT2G36170	AT3G55820
AT2G36170	AT5G02770
AT2G36170	AT2G44640
AT1G06260	AT4G33400
AT1G06260	AT4G34740
AT1G06260	AT5G01930
AT1G06260	AT2G40090
AT1G06260	AT4G02725
AT3G21420	AT2G16740
AT3G21420	AT3G13850
AT3G21420	AT5G18460
AT3G21420	AT3G01990
AT3G21420	AT1G65060
AT3G21420	AT3G10040
AT3G21420	AT5G61480
AT3G21420	AT5G17720
AT3G21420	AT5G53890
AT3G21420	AT5G46700
AT3G21420	AT5G07030
AT3G21420	AT1G30220
AT3G21420	AT3G18850
AT3G21420	AT4G29880
AT3G21420	AT2G13690
AT3G21420	AT3G55950
AT3G21420	AT4G26200
AT3G21420	AT5G17930
AT3G21420	AT5G24120
AT3G21420	AT3G21280
AT3G21420	AT1G78800
AT3G21420	AT5G04200
AT3G21420	AT3G28040
AT3G21420	AT5G47570
AT3G21420	AT5G46680
AT3G21420	AT4G26020
AT3G21420	AT4G20770
AT3G21420	AT2G47600
AT3G21420	AT3G48990
AT3G21420	AT4G01880
AT3G21420	AT2G28250
AT3G21420	AT2G36570
AT3G21420	AT1G17870
AT3G21420	AT3G20015
AT3G21420	AT3G47700
AT3G21420	AT5G16460
AT3G21420	AT1G64680
AT3G21420	AT3G56010
AT3G21420	AT2G42350
AT3G21420	AT1G32520
AT3G21420	AT2G01950
AT1G53190	AT5G10520
AT1G53190	AT1G78980
AT1G53190	AT5G47020
AT1G53190	AT2G12646
AT1G53190	AT5G48030
AT1G53190	AT4G29790
AT1G53190	AT5G18800
AT1G53190	AT3G62110
AT1G53190	AT5G16420
AT1G53190	AT5G37510
AT1G53190	AT3G12350
AT1G53190	AT2G07170
AT1G53190	AT5G13530
AT1G53190	AT5G18830
AT1G53190	AT5G39960
AT1G53190	AT2G38500
AT1G53190	AT5G25070
AT1G53190	AT3G03210
AT1G53190	AT5G24850
AT1G53190	AT1G17630
AT1G70450	AT3G03540
AT1G70450	AT4G25600
AT1G70450	AT4G12420
AT1G70450	AT5G65760
AT1G70450	AT1G70230
AT1G70450	AT2G15900
AT1G70450	AT4G30820
AT1G70450	AT1G77620
AT1G70450	AT5G16420
AT1G70450	AT2G37560
AT1G70450	AT3G06880
AT1G70450	AT2G07690
AT1G70450	AT2G38500
AT1G70450	AT1G80190
AT1G70450	AT3G03210
AT1G70450	AT3G45890
AT1G70450	AT1G66345
AT1G70450	AT4G36050
AT1G70450	AT1G71460
AT1G70450	AT4G30825
AT1G70450	AT3G49890
AT1G70450	AT5G25500
AT1G76430	AT2G02910
AT1G26480	AT3G10230
AT1G26480	AT4G21280
AT5G10450	AT4G00720
AT5G10450	AT5G57090
AT5G10450	AT1G73590
AT5G10450	AT1G09810
AT5G10450	AT1G80900
AT5G10450	AT4G26620
AT5G10450	AT1G43130
AT5G10450	AT1G54490
AT5G10450	AT1G02110
AT5G10450	AT5G03555
AT5G10450	AT3G60830
AT5G10450	AT5G24120
AT5G10450	AT4G13370
AT5G10450	AT5G53170
AT5G10450	AT3G24530
AT5G10450	AT5G48240
AT5G10450	AT4G33350
AT5G10450	AT2G03500
AT5G10450	AT2G48120
AT5G10450	AT2G43980
AT5G10450	AT5G06610
AT5G10450	AT3G53140
AT5G10450	AT2G46915
AT5G10450	AT5G62840
AT5G10450	AT3G11945
AT5G10450	AT5G64230
AT5G10450	AT5G53860
AT1G77450	AT1G80290
AT1G77450	AT2G14660
AT1G69490	AT4G37300
AT5G53950	AT1G71960
AT5G53950	AT1G10850
AT5G53950	AT3G25700
AT1G76420	AT1G68920
AT3G18400	AT2G34690
AT3G18400	AT3G58580
AT3G18400	AT2G20930
AT3G18400	AT2G31300
AT3G18400	AT5G53770
AT3G18400	AT1G58450
AT5G01620	AT1G08230
AT5G01620	AT2G01220
AT5G01620	AT4G08230
AT5G01620	AT2G44620
AT5G01360	AT3G08910
AT5G01360	AT4G34500
AT5G01360	AT3G43740
AT5G01360	AT3G62040
AT5G01360	AT3G10890
AT5G01360	AT4G02290
AT5G01360	AT3G10040
AT5G01360	AT1G31130
AT5G01360	AT5G25265
AT5G01360	AT2G42600
AT5G01360	AT4G19390
AT5G01360	AT4G32120
AT5G01360	AT3G17640
AT5G01360	AT1G56190
AT5G01360	AT5G58230
AT5G01360	AT3G15990
AT5G01360	AT5G54570
AT5G01360	AT3G18050
AT5G01360	AT5G09790
AT5G01360	AT4G21470
AT5G01360	AT3G27890
AT5G01360	AT3G27270
AT5G01360	AT4G14900
AT5G01360	AT3G20510
AT5G01360	AT2G45790
AT5G01360	AT1G64970
AT5G01360	AT1G20816
AT5G01360	AT4G24830
AT5G01360	AT4G27030
AT5G01360	AT1G50260
AT5G01360	AT1G18010
AT5G01360	AT4G04640
AT5G01360	AT5G05500
AT5G01360	AT2G30520
AT5G01360	AT3G58730
AT5G01360	AT3G20830
AT5G01360	AT5G42800
AT5G01360	AT5G01570
AT5G01360	AT2G24640
AT5G01360	AT5G25080
AT5G01360	AT1G80350
AT5G01360	AT3G60550
AT5G01360	AT3G05000
AT5G01360	AT3G02510
AT5G01360	AT4G09650
AT5G01360	AT3G04830
AT5G01360	AT3G53580
AT5G01360	AT1G12850
AT5G01360	AT4G02390
AT5G01360	AT1G70580
AT5G01360	AT5G61410
AT5G01360	AT3G50860
AT5G01360	AT4G35760
AT5G01360	AT1G03650
AT5G01360	AT5G42400
AT5G01360	AT1G28760
AT5G01360	AT2G32090
AT5G01360	AT2G22650
AT5G01360	AT4G37925
AT5G01360	AT2G44850
AT5G01360	AT3G46780
AT5G01360	AT3G05250
AT5G01360	AT1G48380
AT5G01360	AT1G32080
AT5G01360	AT2G26830
AT5G01360	AT3G05330
AT5G01360	AT5G22050
AT5G01360	AT3G24650
AT5G01360	AT3G63140
AT5G01360	AT3G54970
AT5G01360	AT5G12100
AT5G01360	AT5G45380
AT5G01360	AT4G33870
AT5G01360	AT1G53645
AT5G01360	AT2G40690
AT5G01360	AT5G66090
AT5G01360	AT5G37055
AT5G01360	AT5G06420
AT5G01360	AT2G04740
AT5G01360	AT4G05150
AT5G01360	AT4G02350
AT5G01360	AT1G63855
AT5G01360	AT2G26340
AT5G01360	AT5G66360
AT5G01360	AT3G53920
AT5G01360	AT2G47910
AT5G01360	AT3G59390
AT5G01360	AT3G05625
AT5G01360	AT1G80090
AT5G01360	AT1G19150
AT5G01360	AT4G19890
AT5G01360	AT2G30270
AT5G01360	AT1G64500
AT5G01360	AT5G61400
AT3G24050	AT3G01990
AT3G24050	AT1G65060
AT3G24050	AT1G27630
AT3G24050	AT1G10850
AT3G24050	AT1G75710
AT3G24050	AT5G58230
AT3G24050	AT3G11440
AT3G24050	AT3G18850
AT3G24050	AT4G29880
AT3G24050	AT1G48160
AT3G24050	AT2G30520
AT3G24050	AT2G36640
AT3G24050	AT5G50320
AT3G24050	AT1G74700
AT3G24050	AT5G17930
AT3G24050	AT3G21280
AT3G24050	AT1G05900
AT3G24050	AT1G78800
AT3G24050	AT3G63290
AT3G24050	AT5G63480
AT3G24050	AT3G28040
AT3G24050	AT5G47570
AT3G24050	AT5G46680
AT3G24050	AT4G26020
AT3G24050	AT3G02820
AT3G24050	AT4G01880
AT3G24050	AT1G17665
AT3G24050	AT4G34530
AT3G24050	AT1G17870
AT3G24050	AT3G47700
AT3G24050	AT3G56010
AT3G24050	AT2G46850
AT3G60530	AT5G63470
AT3G60530	AT4G12000
AT3G60530	AT1G67570
AT3G60530	AT1G18660
AT3G60530	AT5G14800
AT3G60530	AT3G18480
AT3G60530	AT3G63170
AT3G54810	AT3G19980
AT5G23280	AT2G05920
AT5G23280	AT5G52860
AT5G23280	AT1G14730
AT5G23280	AT5G46010
AT5G23280	AT2G23070
AT5G23280	AT4G00040
AT5G23280	AT4G34850
AT5G23280	AT5G55670
AT5G23280	AT2G45720
AT5G23280	AT3G57420
AT5G23280	AT1G79820
AT5G23280	AT1G09330
AT5G23280	AT5G15770
AT5G23280	AT4G32980
AT5G23280	AT5G07950
AT5G23280	AT3G54130
AT5G23280	AT1G27150
AT5G23280	AT5G20930
AT5G23280	AT3G60620
AT5G23280	AT3G04260
AT5G23280	AT4G16450
AT5G23280	AT3G13220
AT5G23280	AT5G45390
AT5G23280	AT1G29700
AT5G23280	AT1G49350
AT5G23280	AT1G51110
AT5G23280	AT1G79760
AT5G23280	AT5G08710
AT5G23280	AT5G59610
AT5G23280	AT4G25080
AT5G23280	AT5G44450
AT5G23280	AT2G21710
AT5G23280	AT3G06730
AT5G23280	AT5G58575
AT4G30320	AT5G16000
AT4G30320	AT5G52860
AT4G30320	AT3G08900
AT4G30320	AT2G27480
AT4G30320	AT5G23920
AT4G30320	AT3G19460
AT4G30320	AT4G34850
AT4G30320	AT5G60210
AT4G30320	AT2G45060
AT4G30320	AT5G08520
AT4G30320	AT1G71180
AT4G30320	AT5G55670
AT4G30320	AT5G66210
AT4G30320	AT1G09795
AT4G30320	AT5G23540
AT4G30320	AT1G79820
AT4G30320	AT3G60820
AT4G30320	AT1G31940
AT4G30320	AT2G46230
AT4G30320	AT2G01690
AT4G30320	AT5G19920
AT4G30320	AT5G07950
AT4G30320	AT3G24740
AT4G30320	AT3G27925
AT4G30320	AT1G27150
AT4G30320	AT5G20930
AT4G30320	AT5G03080
AT4G30320	AT3G60620
AT4G30320	AT2G19880
AT4G30320	AT4G33350
AT4G30320	AT3G08780
AT4G30320	AT5G21060
AT4G30320	AT3G13450
AT4G30320	AT4G16450
AT4G30320	AT2G31040
AT4G30320	AT5G03160
AT4G30320	AT3G52905
AT4G30320	AT3G15080
AT4G30320	AT1G09740
AT4G30320	AT4G32590
AT4G30320	AT3G09150
AT4G30320	AT4G29490
AT4G30320	AT2G01320
AT4G30320	AT1G05385
AT4G30320	AT1G49350
AT4G30320	AT3G27000
AT4G30320	AT1G51110
AT4G30320	AT3G55250
AT4G30320	AT5G14530
AT4G30320	AT5G51010
AT4G30320	AT1G79760
AT4G30320	AT5G08710
AT4G30320	AT5G27560
AT4G30320	AT5G59610
AT4G30320	AT1G07645
AT4G30320	AT2G46850
AT4G30320	AT5G58575
AT4G30320	AT3G49650
AT4G30320	AT5G19970
AT4G30320	AT3G55820
AT5G24620	AT1G68920
AT5G24620	AT2G37880
AT5G24620	AT1G53000
AT5G24620	AT5G10050
AT5G24620	AT5G43050
AT5G45780	AT3G13850
AT5G45780	AT3G01990
AT5G45780	AT3G24020
AT5G45780	AT4G29880
AT5G45780	AT2G35940
AT5G45780	AT4G03210
AT5G45780	AT3G21280
AT5G45780	AT5G46680
AT5G45780	AT3G56010
AT5G16000	AT5G51760
AT5G16000	AT2G23070
AT5G16000	AT5G04250
AT5G16000	AT3G25040
AT5G16000	AT5G23920
AT5G16000	AT4G01200
AT5G16000	AT1G26300
AT5G16000	AT3G19460
AT5G16000	AT4G34850
AT5G16000	AT2G45060
AT5G16000	AT3G25530
AT5G16000	AT1G71180
AT5G16000	AT5G55670
AT5G16000	AT3G21430
AT5G16000	AT5G66210
AT5G16000	AT3G53030
AT5G16000	AT1G68780
AT5G16000	AT3G57420
AT5G16000	AT1G09795
AT5G16000	AT5G23540
AT5G16000	AT1G79820
AT5G16000	AT5G50440
AT5G16000	AT2G45790
AT5G16000	AT2G31030
AT5G16000	AT1G09330
AT5G16000	AT3G45600
AT5G16000	AT1G31940
AT5G16000	AT5G15770
AT5G16000	AT1G20816
AT5G16000	AT4G32130
AT5G16000	AT2G46230
AT5G16000	AT4G32980
AT5G16000	AT2G01690
AT5G16000	AT5G19920
AT5G16000	AT3G51870
AT5G16000	AT3G24740
AT5G16000	AT1G71110
AT5G16000	AT1G79985
AT5G16000	AT4G33360
AT5G16000	AT3G27925
AT5G16000	AT3G54440
AT5G16000	AT1G27150
AT5G16000	AT5G20930
AT5G16000	AT5G03080
AT5G16000	AT4G02090
AT5G16000	AT3G60620
AT5G16000	AT2G18410
AT5G16000	AT2G19880
AT5G16000	AT4G21520
AT5G16000	AT4G33350
AT5G16000	AT5G21060
AT5G16000	AT2G27760
AT5G16000	AT3G13450
AT5G16000	AT4G16450
AT5G16000	AT2G31040
AT5G16000	AT5G05310
AT5G16000	AT1G09740
AT5G16000	AT1G78010
AT5G16000	AT2G41945
AT5G16000	AT1G14620
AT5G16000	AT3G09150
AT5G16000	AT2G01320
AT5G16000	AT1G29700
AT5G16000	AT5G64670
AT5G16000	AT1G49350
AT5G16000	AT5G61140
AT5G16000	AT1G51110
AT5G16000	AT1G54650
AT5G16000	AT3G55250
AT5G16000	AT5G10700
AT5G16000	AT5G51010
AT5G16000	AT3G56330
AT5G16000	AT1G79760
AT5G16000	AT5G08710
AT5G16000	AT4G27700
AT5G16000	AT5G27560
AT5G16000	AT1G07645
AT5G16000	AT2G21710
AT5G16000	AT4G19985
AT5G16000	AT4G22000
AT5G16000	AT2G46850
AT5G16000	AT5G18540
AT5G16000	AT5G58575
AT5G16000	AT3G49650
AT5G16000	AT5G19970
AT5G16000	AT3G55820
AT4G30520	AT1G06520
AT4G30520	AT4G14290
AT4G30520	AT1G48880
AT4G30520	AT3G03610
AT4G30520	AT1G54650
AT4G30520	AT5G18760
AT5G65410	AT2G16750
AT5G65410	AT5G49190
AT5G65410	AT5G46070
AT5G65410	AT1G62180
AT5G65410	AT4G38430
AT5G65410	AT5G37370
AT5G65410	AT2G34050
AT5G65410	AT4G02250
AT5G65410	AT4G17650
AT5G65410	AT1G01180
AT5G65410	AT3G26570
AT5G65410	AT5G62140
AT5G65410	AT3G58460
AT5G65410	AT4G25080
AT5G65410	AT1G77160
AT5G65410	AT5G35770
AT1G14687	AT1G16340
AT1G14687	AT4G25970
AT2G30010	AT5G04930
AT2G30010	AT5G61830
AT2G30010	AT5G56740
AT2G30010	AT5G66590
AT1G72570	AT2G42170
AT1G72570	AT2G30130
AT1G72570	AT3G59790
AT1G72570	AT4G13890
AT1G72570	AT1G02580
AT1G72570	AT4G38220
AT1G72570	AT2G19830
AT1G72570	AT4G30400
AT1G72570	AT1G03280
AT1G72570	AT2G39820
AT1G72570	AT2G29580
AT1G72570	AT3G08570
AT1G72570	AT4G30610
AT1G72570	AT4G11860
AT1G72570	AT2G42270
AT1G72570	AT1G04490
AT1G72570	AT4G03080
AT1G72570	AT1G14570
AT1G72570	AT3G51800
AT1G72570	AT2G25170
AT1G72570	AT3G47840
AT1G72570	AT2G22040
AT1G72570	AT4G19610
AT1G72570	AT3G63430
AT1G72570	AT5G65274
AT1G72570	AT2G20930
AT1G72570	AT1G67460
AT1G72570	AT2G25840
AT1G72570	AT2G34860
AT1G72570	AT3G19490
AT1G72570	AT1G67680
AT1G72570	AT5G42740
AT1G72570	AT3G52430
AT1G72570	AT1G09410
AT1G72570	AT4G01030
AT1G72570	AT1G58450
AT5G10510	AT2G26150
AT5G10510	AT1G60140
AT5G10510	AT1G68640
AT5G10510	AT3G13850
AT5G10510	AT5G18460
AT5G10510	AT2G20520
AT5G10510	AT5G17640
AT5G10510	AT5G02840
AT5G10510	AT5G61480
AT5G10510	AT1G54290
AT5G10510	AT5G61440
AT5G10510	AT5G66720
AT5G10510	AT2G02400
AT5G10510	AT5G63710
AT5G10510	AT1G76990
AT5G10510	AT2G25430
AT5G10510	AT1G48880
AT5G10510	AT1G51450
AT5G10510	AT5G52400
AT5G10510	AT5G50320
AT5G10510	AT1G74700
AT5G10510	AT3G28040
AT5G10510	AT5G50280
AT5G10510	AT3G24660
AT5G10510	AT5G06940
AT5G10510	AT1G07645
AT5G10510	AT2G42350
AT5G10510	AT3G12940
AT5G10510	AT5G28960
AT5G10510	AT1G70820
AT4G01470	AT4G34500
AT4G01470	AT1G22880
AT4G01470	AT3G19270
AT4G01470	AT2G17350
AT4G01470	AT5G49970
AT4G01470	AT5G11550
AT1G73190	AT2G26150
AT1G73190	AT2G18700
AT1G73190	AT4G36750
AT1G73190	AT5G46690
AT1G73190	AT4G10630
AT1G73190	AT5G11860
AT1G73190	AT3G07020
AT1G73190	AT5G53180
AT1G73190	AT3G26640
AT1G73190	AT1G68740
AT1G73190	AT2G17950
AT1G73190	AT4G00570
AT1G73190	AT1G05310
AT1G73190	AT4G35060
AT1G73190	AT5G57100
AT1G73190	AT1G28470
AT1G73190	AT3G52980
AT1G73190	AT5G41390
AT1G73190	AT4G12070
AT1G73190	AT3G47520
AT1G73190	AT5G07720
AT1G73190	AT2G24070
AT1G73190	AT1G48605
AT1G73190	AT2G40810
AT1G73190	AT3G19980
AT1G73190	AT2G20770
AT1G73190	AT2G36260
AT1G73190	AT3G05420
AT1G73190	AT5G66220
AT1G73190	AT5G13950
AT1G73190	AT5G16420
AT1G73190	AT2G42070
AT1G73190	AT2G37260
AT1G73190	AT2G42810
AT1G73190	AT1G32080
AT1G73190	AT5G07020
AT1G73190	AT3G59530
AT1G73190	AT1G70760
AT1G73190	AT5G60930
AT1G73190	AT1G05720
AT1G73190	AT3G45020
AT1G73190	AT2G20616
AT1G73190	AT2G13540
AT1G73190	AT1G04640
AT1G73190	AT1G67700
AT1G73190	AT2G42820
AT1G73190	AT4G37445
AT1G73190	AT3G47190
AT1G73190	AT5G46150
AT1G73190	AT1G48280
AT1G73190	AT4G00467
AT2G25810	AT5G58970
AT2G25810	AT1G80290
AT2G25810	AT1G52640
AT3G16240	AT4G00330
AT3G16240	AT1G14780
AT3G16240	AT3G17880
AT3G16240	AT1G06470
AT3G16240	AT5G53800
AT3G16240	AT2G42210
AT3G16240	AT1G26470
AT3G16240	AT3G05350
AT3G16240	AT3G47630
AT3G16240	AT4G20310
AT3G16240	AT1G77230
AT4G32950	AT1G73170
AT5G01700	AT5G10790
AT5G01700	AT1G71810
AT1G16220	AT4G32660
AT1G16220	AT5G27950
AT1G16220	AT5G35180
AT1G16220	AT1G19715
AT1G16220	AT1G74750
AT1G16220	AT1G02965
AT1G16220	AT5G42620
AT1G16220	AT4G37510
AT1G16220	AT1G64355
AT4G03415	AT1G18890
AT4G03415	AT2G34910
AT4G03415	AT4G31890
AT4G03415	AT1G02100
AT4G03415	AT3G58520
AT4G03415	AT1G06240
AT1G32510	AT1G55810
AT1G32510	AT5G64040
AT1G32510	AT1G56050
AT3G49530	AT4G23730
AT3G49530	AT5G67090
AT3G49530	AT1G28470
AT3G49530	AT1G31070
AT3G49530	AT5G51410
AT3G49530	AT5G13950
AT3G49530	AT4G14147
AT3G49530	AT2G20920
AT3G49530	AT4G27120
AT3G49530	AT5G20380
AT3G49530	AT5G49800
AT3G49530	AT4G34030
AT3G49530	AT2G21620
AT1G09850	AT1G01190
AT1G09850	AT5G53970
AT1G09850	AT2G35880
AT1G09850	AT5G03330
AT1G09850	AT5G22790
AT1G09850	AT4G13270
AT1G09850	AT5G26780
AT1G09850	AT5G44680
AT1G09850	AT3G01910
AT1G09850	AT5G14400
AT1G09850	AT2G44065
AT1G09850	AT2G43235
AT1G09850	AT3G29185
AT1G09850	AT4G39920
AT1G09850	AT5G51510
AT1G09850	AT1G30630
AT1G09850	AT1G34360
AT1G09850	AT1G09130
AT1G09850	AT3G55330
AT1G09850	AT2G44870
AT1G09850	AT3G03100
AT1G09850	AT2G35900
AT1G09850	AT3G06778
AT1G09850	AT1G63940
AT1G09850	AT1G32220
AT1G09850	AT1G67035
AT4G34980	AT5G19600
AT4G34980	AT4G29120
AT4G34980	AT1G10560
AT4G34980	AT4G39280
AT4G34980	AT5G23320
AT4G34980	AT5G58870
AT4G34980	AT5G46210
AT4G34980	AT1G26460
AT4G34980	AT5G59460
AT4G34980	AT2G18410
AT4G34980	AT1G71430
AT4G34980	AT3G21540
AT4G34980	AT5G09820
AT3G14240	AT1G05280
AT1G01900	AT1G23070
AT2G05920	AT1G14730
AT2G05920	AT5G46010
AT2G05920	AT2G23070
AT2G05920	AT5G04250
AT2G05920	AT2G27480
AT2G05920	AT3G25040
AT2G05920	AT5G23920
AT2G05920	AT1G68410
AT2G05920	AT4G34850
AT2G05920	AT2G45060
AT2G05920	AT3G25530
AT2G05920	AT3G26700
AT2G05920	AT1G71180
AT2G05920	AT5G55670
AT2G05920	AT5G66210
AT2G05920	AT3G53030
AT2G05920	AT2G45720
AT2G05920	AT5G41050
AT2G05920	AT3G57420
AT2G05920	AT1G09795
AT2G05920	AT5G23540
AT2G05920	AT1G79820
AT2G05920	AT5G50440
AT2G05920	AT2G45790
AT2G05920	AT3G60820
AT2G05920	AT1G09330
AT2G05920	AT1G52080
AT2G05920	AT1G31940
AT2G05920	AT5G15770
AT2G05920	AT1G20816
AT2G05920	AT1G19710
AT2G05920	AT2G46230
AT2G05920	AT4G32980
AT2G05920	AT3G48460
AT2G05920	AT5G19920
AT2G05920	AT3G24740
AT2G05920	AT1G31870
AT2G05920	AT1G71110
AT2G05920	AT1G79985
AT2G05920	AT4G33360
AT2G05920	AT4G16060
AT2G05920	AT3G54440
AT2G05920	AT3G54130
AT2G05920	AT1G27150
AT2G05920	AT5G20930
AT2G05920	AT3G61350
AT2G05920	AT5G03080
AT2G05920	AT3G19250
AT2G05920	AT2G03690
AT2G05920	AT4G02090
AT2G05920	AT3G60620
AT2G05920	AT2G18410
AT2G05920	AT2G19880
AT2G05920	AT4G21520
AT2G05920	AT1G12460
AT2G05920	AT4G33350
AT2G05920	AT3G19720
AT2G05920	AT4G31850
AT2G05920	AT5G15920
AT2G05920	AT1G28120
AT2G05920	AT5G21060
AT2G05920	AT2G27760
AT2G05920	AT3G13450
AT2G05920	AT4G16450
AT2G05920	AT2G31040
AT2G05920	AT1G25580
AT2G05920	AT3G52905
AT2G05920	AT5G05310
AT2G05920	AT1G09740
AT2G05920	AT1G78010
AT2G05920	AT2G41945
AT2G05920	AT1G18730
AT2G05920	AT1G14620
AT2G05920	AT3G09150
AT2G05920	AT4G29490
AT2G05920	AT2G01320
AT2G05920	AT1G29700
AT2G05920	AT5G64670
AT2G05920	AT1G49350
AT2G05920	AT5G61140
AT2G05920	AT1G51110
AT2G05920	AT1G54650
AT2G05920	AT3G55250
AT2G05920	AT5G14530
AT2G05920	AT5G10700
AT2G05920	AT5G51010
AT2G05920	AT3G56330
AT2G05920	AT1G79760
AT2G05920	AT1G17410
AT2G05920	AT5G08710
AT2G05920	AT4G38710
AT2G05920	AT4G17370
AT2G05920	AT4G27700
AT2G05920	AT5G27560
AT2G05920	AT1G07645
AT2G05920	AT2G21710
AT2G05920	AT4G19985
AT2G05920	AT2G46850
AT2G05920	AT5G58575
AT2G05920	AT3G49650
AT2G05920	AT5G19970
AT2G05920	AT3G55820
AT5G51750	AT2G26250
AT5G51750	AT3G51830
